"cancer_abs"	"lympho_abs"	"myelo_abs"	"stroma_abs"	"Bcells_abs"	"NK_abs"	"PlasmaCells_abs"	"Tcells_abs"	"CD8_abs"	"CD4_abs"	"Tgd_abs"	"CD8_naive_abs"	"CM_CD8_abs"	"EM_CD8_abs"	"EMRA_CD8_abs"	"Th1_abs"	"Th2_abs"	"Th17_abs"	"Treg_abs"	"Tfh_abs"	"dendritic_abs"	"granulocytes_abs"	"macro_abs"	"monocytes_abs"	"plasmacytoid_abs"	"M1_abs"	"M2_abs"
"GSM1683596"	0.8423220937972	0.0470483479403004	0.0148928084401846	0.00320561765312055	0	0.000372609701741754	0.0438215241136331	0.00285421412492548	0.00273462648351599	6.45598213873304e-05	5.50278200221641e-05	2.0286401077486e-05	1.81236024428197e-22	4.42734203098443e-05	-4.7625458557185e-22	-1.01714791231493e-20	0.00146374445880691	2.02949818746394e-21	0.0012598908542695	1.09911704395832e-05	0.000397322293567157	0.00011372078339457	0.012938786292322	0.00113173987065918	0.000311239200241748	0.0129387862923221	3.14107180359942e-20
"GSM1683597"	0.338482706261099	1.22281497876579e-16	0.216220908894549	0.445296384844353	6.89665810038286e-17	6.18661509241895e-18	2.89418441558162e-17	1.81864576245148e-17	1.7494247627423e-17	3.85609285463352e-19	3.06600711628483e-19	-6.13682526533372e-36	1.52037677871069e-19	2.33571607592284e-19	1.42269861879128e-35	5.19257429986076e-18	1.04383767148888e-17	9.59942045089031e-36	1.76037008363835e-18	1.02926529035047e-19	0	0.0137769276492157	0.145119531258249	0.0570636760433869	0.000260773943696939	0.14511953125825	-4.74655250275181e-19
"GSM1683598"	0.229043605196639	0.0149198412884414	0.00243321712247696	5.28591448396386e-19	-1.14310872533059e-19	9.5281021259329e-05	0.0139692864958364	0.000855273771345648	0.000796541779616898	3.25790505108406e-05	2.61529412179097e-05	-2.73846362552614e-22	2.96589247878758e-05	2.7525735687528e-06	1.67552154211924e-07	2.0382468462726e-21	0.000131476099303959	1.37359094667738e-06	0.000659666771483917	4.0253178823423e-06	0.000170462164844754	6.37037068346807e-05	0.00154839869745053	0.000618824407764537	3.18281455824543e-05	0.000748988145865827	0.000799410551584706
"GSM1683599"	0.608785687987027	0.0185100734514895	0.0269078670178789	3.32988629169201e-17	1.11445830421484e-19	9.70854328376801e-05	0.0175569815733392	0.000856006445312551	0.000834982030149253	2.10244151632985e-05	0	1.71009047362621e-23	-1.10712845663227e-23	2.10244151632984e-05	1.4985035045562e-22	2.7340825507901e-20	0.000144149722742078	3.20990796149457e-06	0.000674975490542168	1.2646908903513e-05	0.00133973992067229	0.00045151672616193	0.0185230114860913	0.00567114227691926	0.0009224566080341	0.0185230114860916	0
"GSM1683604"	0.797048607313024	0.0649320497094155	0.0166710527181311	0.121348290259475	1.80222641558746e-18	0.000959039644412482	0.0600338222367313	0.00393918782827163	0.00387561073544533	6.35770928263034e-05	4.6904626105074e-22	9.34570582885382e-06	1.42254277691452e-21	5.42313869974496e-05	2.42163114390502e-22	3.05501642199549e-19	0.00205406268855571	0	0.0017935425137763	2.8005533113308e-05	0.00094255998793192	0.000591538423346782	0.0125595256048939	0.0024185720795141	0.000158856622444418	0.012559525604894	0
"GSM1683612"	0.68541808932389	-2.60594182939925e-17	0.0745102613634377	0.240071649312676	-3.75481598667177e-18	-4.87884009881155e-19	-2.05224598153457e-17	-1.2942584820939e-18	-1.24443623513513e-18	-3.73285766819015e-20	-1.2493670276873e-20	0	-1.35875058054696e-37	-3.73285766819016e-20	2.19572393248044e-37	6.30195247251808e-36	-1.19205641575661e-18	1.7885476437767e-35	-4.66523830930449e-20	-5.72743628546713e-21	-1.47444296111248e-20	7.5348484377584e-05	0.0542671808793986	0.0201677319996614	7.15519691832584e-21	0.0542671808793991	3.82078821905798e-19
"GSM1683613"	0.640392903082007	3.77017290322043e-17	0.0186165603403754	0.34099053657765	-4.95540151695795e-34	2.01895601429632e-19	3.55208195072887e-17	1.97901392348585e-18	1.93341878954877e-18	4.55951339370807e-20	1.19494464271795e-36	1.63165391362657e-21	1.30402013148806e-20	3.09232787085736e-20	-1.91985608600169e-37	-7.98925187016119e-36	4.80081164302532e-19	2.93838072498797e-36	1.44604192470196e-18	7.29570054427088e-21	0.000359539127867095	0.000347536790688812	0.0163752153633257	0.00146785026596078	6.64187925330039e-05	0.016375215363326	4.33405919269476e-19
"GSM1683614"	0.68474039551296	0.0217602832568576	0.027032349145631	1.43347970971048e-18	-8.02502967310073e-20	0.000140982915198779	0.0205098283919236	0.00110947194973521	0.00106106039162996	4.84115581052543e-05	0	1.55642264315245e-05	-9.97727364575278e-22	3.28473316737297e-05	-4.48806435506371e-21	2.38115522630822e-20	0.000361705093718767	-5.38965896893258e-21	0.000694130463146919	5.22483476427216e-06	0.000925010984080206	0.000437627948464154	0.0222057138102114	0.0030203586577621	0.000443637745113078	0.0222057138102117	0
"GSM1683615"	0.591399856447634	-2.19105559717716e-17	0.0868532922404263	0.256470816723977	-1.40188032317564e-17	-1.7756495219675e-18	-2.66658473007002e-18	-3.4495184879777e-18	-3.25085170073411e-18	-1.98666787243583e-19	-8.8192284574133e-36	0	-1.64966900523161e-34	-1.98666787243583e-19	1.4393356832738e-37	0	-1.4927228616528e-18	0	-1.73220288533884e-18	-2.59259537424744e-20	0.000643681243816342	0.00194941912536393	0.0117130027544243	0.0725471891168217	0	0.0117130027544243	0
"GSM1683619"	0.654546087731258	0.0288794141581542	0.005916759010682	2.7596313154551e-18	2.31402059374021e-19	0.000122765462042891	0.027778435753312	0.000978212942799246	0.000930694962196997	2.75601854728305e-05	1.9957795129418e-05	7.7871548828659e-06	8.37856100266141e-06	1.13944695873031e-05	-7.60112318450516e-25	-1.93798750598404e-20	0.000209517588656538	4.39164397624269e-07	0.00071126851395532	9.46969518751448e-06	0.000248030211548803	0.000118453212081399	0.00462163482753501	0.000765445923485364	0.000163194836031415	0.00462163482753503	0
"GSM1683622"	0.824105824248456	-9.09903417440851e-19	0.0905139019291801	0.0853802738223643	-2.19687734848876e-19	-1.48872338192255e-20	-5.91115464746049e-19	-8.42129840266996e-20	-8.09157961851618e-20	-3.29718784153795e-21	2.09925881924008e-37	-8.4120450623831e-38	-9.93028722930517e-22	-2.30415911860743e-21	-1.20820366496672e-38	3.5407097689888e-38	-4.17264097111874e-20	-3.81209177940344e-37	-3.89086618185804e-20	-2.80724655393851e-22	0.00111573195402932	0.0013437970777324	0.0537288288643829	0.0334406299277107	0.000884914105324864	0.0537288288643833	-3.17161930105475e-20
"GSM1683624"	0.80578776028321	-1.30850231970595e-17	0.0349520831248762	0.159260156592093	-3.35521283004097e-35	-7.77268583771122e-20	-1.22803700399561e-17	-7.26926298726329e-19	-7.08581826032512e-19	-1.83444726938169e-20	0	0	-1.55976697787558e-37	-1.83444726938169e-20	-1.19983238677788e-36	-1.06680802627083e-19	-5.41129169800228e-19	-5.2261034841358e-37	-5.88837292865835e-20	-1.88812431861808e-21	0.000917088932625583	0.00020614989374415	0.0283892588700467	0.00480942624743954	0.000630159181020303	0.0283892588700468	0
"GSM1683632"	0.26899264890566	1.98442040002796e-16	0.146244455460085	0.584762895634254	1.1207809530628e-16	1.76767137722503e-17	3.98795269057168e-17	2.88077040185485e-17	2.72645361953764e-17	1.00523816895723e-18	5.37929654214905e-19	0	0	1.00523816895723e-18	-1.37224267192506e-36	9.575196339191e-35	1.56555485796142e-17	5.26109261663275e-35	1.14861364918679e-17	1.22851123894244e-19	0.00608322471768024	0.00363849719236989	0.10834561704723	0.0246415058245888	0.00353561067821542	0.108345617047231	4.93297840566918e-18
"GSM1683639"	0.239041957457228	1.66750456604301e-16	0.0583713048716825	0.702586737671093	4.54758584307994e-17	4.74115494754061e-18	1.01463074688649e-16	1.50703685373121e-17	1.46780836404144e-17	3.3021216602631e-19	6.20727308714126e-20	-4.28944088229186e-35	1.2858748332586e-36	3.3021216602631e-19	-9.22003139554874e-36	8.11373475693724e-35	9.97464876891701e-18	-7.62521962911163e-36	4.63076809606116e-18	7.26667754361911e-20	0.000504103918871738	0.00249278378647606	0.0500296305667956	0.00534478659953917	2.13186377552819e-23	0.0500296305667959	-1.44504319645423e-20
"GSM1683640"	0.631606798454065	0.0270472578043974	0.147112398754864	0.194233544986674	0.00664174121404238	0.000526435647469916	0.0174972304547924	0.00238185048809269	0.00229632732291569	6.2286720421268e-05	2.32364447557338e-05	0	8.43856904123296e-21	6.2286720421268e-05	-9.30267243431086e-23	0.000557347281156653	0.00132549002998577	2.81503169059785e-20	0.000396928522912408	1.6561488860861e-05	0	0.0147422765873493	0.0562752794887897	0.0752498017475472	0.000845040931178025	0.0562752794887902	0
"GSM1683645"	0.436721876283307	5.13200166836095e-17	0.024206070803112	0.0492376955576409	1.28544831431789e-34	6.21891776814983e-19	4.82805329103143e-17	2.41759199648016e-18	2.33498568000078e-18	8.26063164793783e-20	6.74439737395141e-36	0	-1.95312375005776e-36	8.26063164793783e-20	3.81954283868015e-38	8.16146977720118e-36	1.45044738643949e-18	4.50339031536714e-37	8.72294535151145e-19	1.2243758410132e-20	0.000243203870252442	0.000515499502968525	0.0227987946201342	0.000648572809756805	1.36391297107983e-21	0.0227987946201345	0
"GSM1683648"	0.385557353344991	2.48087392068702e-17	0.206467751111499	0.40797489554351	2.11961085738161e-17	1.35136941081417e-18	8.47702836910687e-19	1.41355838532928e-18	1.3516210723284e-18	6.19373130008764e-20	2.45213291569457e-36	0	-8.64875502749501e-37	6.19373130008763e-20	-2.65926933845317e-36	4.31734145774964e-20	1.25774348947074e-18	4.15674079904573e-36	4.5412935773209e-20	5.29123250695294e-21	-3.28616609159188e-19	0.0268171862024126	0.0574933377594261	0.12215722714966	0	0.0574933377594277	0
"GSM1683653"	0.362010503708837	3.76209375304937e-15	0.127831588127691	0.510157908163469	1.48852064300633e-16	2.26959767385411e-17	3.43731152983289e-15	1.53234182177303e-16	1.47935609698861e-16	5.29857247844162e-18	0	0	-3.58318299435671e-34	5.29857247844163e-18	-1.81717700958589e-34	-1.30699311018951e-33	1.21952619221907e-16	-5.98768445856187e-34	2.58421975396664e-17	1.40792937288285e-19	0	0.00801022060913917	0.0786538465049651	0.041152198481953	1.53225316338853e-05	0.0786538465049668	0
"GSM1683655"	0.4800281140899	0.00655020259382713	0.0118192616163657	0.0028696800361427	-3.655500165966e-19	4.19459960060071e-05	0.00614690782244381	0.00036134877537732	0.000353613160867364	7.73561450995559e-06	-8.17330956698963e-23	3.33677255952101e-06	-4.37683210876241e-23	4.39884195043457e-06	0	-5.76531151388101e-21	0.000194004585245748	0	0.000156012761240937	3.5958143806788e-06	0.00192112503203542	0.000345808579229687	0.00608417742479386	0.00295122706094848	0.000516923519358237	0.00608417742479386	1.16765418148417e-20
"GSM1683661"	0.845490584320249	0.00510430946654826	0.0936329581377918	0.0557721480754116	0.0031125561150742	0.000190305984235388	0.000934034167052064	0.000867413200186607	0.000830996475804033	3.6416724382573e-05	0	-2.36383286757878e-21	0	3.6416724382573e-05	1.61231967649559e-21	-3.1740690558047e-21	0.000662037062629669	-2.47913722509604e-22	0.000167357016690019	1.60239648434633e-06	0.00277034338801003	0.00224678268286319	0.0537915965050835	0.0325346077058062	0.00228962785602881	0.0537915965050839	0
"GSM1683662"	0.741049921022022	2.32204962958283e-17	0.0512003306814923	0.207749748296487	1.02542861110302e-17	1.62005951193553e-18	8.67502312953066e-18	2.67112754333186e-18	2.57288791775997e-18	6.46639875878737e-20	3.3575637984017e-20	-1.49774302605579e-36	0	6.46639875878735e-20	1.35740342921738e-36	3.38909234900976e-35	1.23905553538307e-18	-4.69349032271869e-36	1.32233010807972e-18	1.15022742971846e-20	0.00146512068591167	0.000638632318913411	0.0376640277594149	0.00989467556760898	0.00153787434964324	0.0376640277594152	-2.11587790308881e-18
"GSM1683665"	0.534517253157498	3.66233003787317e-17	0.011279309249491	0.104001812416287	-5.12717129051426e-34	2.24141368928043e-19	3.42213343842261e-17	2.17782462557755e-18	2.10857458864631e-18	6.92500369312394e-20	0	1.12217819154103e-21	3.14568002584757e-20	3.66710584812226e-20	-1.0144405138641e-37	-1.46151203810888e-35	1.07885567322913e-18	0	1.01264649530939e-18	1.70724201077934e-20	0.00088731741374349	0.000305763447093435	0.00706788562236419	0.00265309081201864	0.000365251954271272	0.00706788562236425	-5.97013583182354e-17
"GSM1683668"	0.565070401243921	0.0223785176499274	0.007115758401824	0.0212734364510584	1.46273663308716e-19	0.000122355006651555	0.0210375018208912	0.00121866082238459	0.00118572911218548	2.349341491122e-05	9.43829528789222e-06	9.37336565692414e-06	4.09951409330137e-24	1.41200492542958e-05	3.47485359542701e-22	-4.29919221931758e-21	0.00088252473752479	-6.82587329263402e-23	0.000293416332436772	9.7880422239168e-06	0.000597317232446757	0.000257121986447924	0.00388144424775617	0.00225911658372828	0.00012075835144488	0.00388144424775619	0
"GSM1683671"	0.776492646946837	3.53098952184314e-17	0.0392721391830464	0.157543721742793	5.48260330127335e-18	5.28196918611024e-19	2.69341508149755e-17	2.36494418357156e-18	2.31779214306616e-18	4.71520405054044e-20	0	0	2.35042855482145e-37	4.71520405054044e-20	-1.9213820500255e-36	1.24439498112257e-34	6.89878380348991e-19	0	1.60139242893384e-18	2.65213337833184e-20	0.00113795904408254	0.00150994845785653	0.0307169524813042	0.00520291938686085	0.000704359812942232	0.0307169524813043	-2.92738896004559e-20
