"Cell line 1"	"Cell line 2"	"Cell line 3"	"RMSE"	"Correlation"
"GSM1683800"	0.573218031535887	-1.68532516818106e-18	0.426781968464113	424.225243188024	0.776116395116726
"GSM1683802"	0.661182257847255	-4.48980049638033e-18	0.338817742152745	418.055532199395	0.606802981225579
"GSM1683803"	0.04646876545189	0.17700159191646	0.77652964263165	487.04295508867	0.558535633735669
"GSM1683805"	0.0290558136637597	0.0429406309332215	0.92800355540302	546.450641446568	0.564287876814956
"GSM1683807"	0.264763227299696	0.137786935444376	0.597449837255928	697.445974102465	0.443009605399169
"GSM1683814"	0.564469364349296	-1.58630581029996e-17	0.435530635650704	390.851380204442	0.621977873882375
"GSM1683817"	0.532016659061411	-4.42532719929297e-17	0.46798334093859	533.776485775842	0.59240523853073
"GSM1683824"	0.341911442816283	0.0840448304760131	0.574043726707706	519.056080631973	0.586425984440605
"GSM1683837"	0.0688576215163737	0.321936222811349	0.609206155672276	650.952978678466	0.40203695293172
"GSM1683845"	0.195769457718972	0.308991705895075	0.495238836385952	755.879004863023	0.471862206243221
"GSM1683848"	0.34150195244405	0.013163590263377	0.645334457292573	673.496945302053	0.543962444462828
"GSM1683850"	0.53189892398823	-3.65317046223157e-18	0.468101076011769	414.803778328533	0.670321942029569
"GSM1683852"	0.0559654544756181	4.47748927258517e-19	0.944034545524382	624.88751735612	0.554303900176704
"GSM1683853"	0.408203741746044	0.0296388695528889	0.562157388701067	462.681734833423	0.643690478422012
"GSM1683856"	0	0.150982961430652	0.849017038569348	772.172193920739	0.45900716417185
"GSM1683857"	0.27240697024219	0.128426879955793	0.599166149802018	370.517933621611	0.672619883391294
"GSM1683858"	0.0778223154574064	-5.73927813306513e-17	0.922177684542594	533.510259597473	0.670741639620421
"GSM1683870"	0.10832043942361	9.06341967947589e-18	0.891679560576389	618.704861629661	0.595787218913475
"GSM1683874"	0.153527918016432	0.0635515992898053	0.782920482693763	509.830797636064	0.60973604458604
"GSM1683877"	0.0434082224878726	0.956591777512127	1.12135234527092e-17	617.84913160584	0.511831190683226
"GSM1683879"	0.513017194461619	0.0221528828693462	0.464829922669035	539.158051824353	0.683713395200979
"GSM1683883"	0.53629177199421	7.27822523756184e-19	0.463708228005789	376.373250141439	0.632888541390859
"GSM1683888"	0.169262401189413	0.122373190518428	0.70836440829216	719.378178726928	0.54180283868024
"GSM1683891"	0.615788833996421	0	0.384211166003579	413.078271649891	0.623381927263652
"GSM1683894"	0.654773628130505	-1.6386959328425e-17	0.345226371869495	400.450524809179	0.661410087099555
"GSM1683895"	0.638774394570869	-2.51408717468672e-18	0.361225605429131	534.024829895541	0.597781146409695
"GSM1683903"	6.70421420800079e-19	0.194659816397097	0.805340183602904	758.606806983503	0.447419055995704
"GSM1683904"	0.0754163982698833	0.113125303811734	0.811458297918384	679.745117280177	0.424086254823114
"GSM1683905"	0.256782196046096	0.305860057062119	0.437357746891786	700.817643212295	0.344355016179716
"GSM1683907"	0.272402444627482	0.31600656097373	0.411590994398788	613.140356724346	0.400682879396868
"GSM1683909"	0.489122871675958	0.0202814447212481	0.490595683602794	639.938247958064	0.695704218750077
"GSM1683911"	0.649201059216242	0.226014536488314	0.124784404295444	624.358892415674	0.483581557612024
"GSM1683913"	0.0771301743569805	-8.35709149379524e-18	0.92286982564302	483.320763893253	0.543255877966088
"GSM1683914"	0.24956122220775	0.140816358893955	0.609622418898295	601.7825427012	0.610277260157887
"GSM1683917"	0.194937664305084	0.341730785108978	0.463331550585938	678.311395368379	0.373569487549665
"GSM1683919"	0.497538345694532	-1.15129123902884e-18	0.502461654305468	476.7447584128	0.590427446997561
"GSM1683922"	0.100538820905609	-1.09735552475018e-17	0.899461179094391	529.120195510871	0.666705935425354
"GSM1683929"	0.614666037827319	0.0063575720580623	0.378976390114618	526.05677105041	0.543396000262383
"GSM1683934"	0.0552692169431278	0.24034494571409	0.704385837342783	728.706215057845	0.467217459424307
"GSM1683937"	0.681627570952918	1.42194094340275e-18	0.318372429047082	466.800767258298	0.612595990612407
"GSM1683939"	0.210921560462858	0.035890012414426	0.753188427122716	649.091222180071	0.628688667494848
"GSM1683941"	0.321515482477239	0.140259013630994	0.538225503891768	583.053493917399	0.547573781544063
"GSM1683942"	0.0630307907742754	-6.55532147525375e-18	0.936969209225725	659.095187490141	0.493683147474033
"GSM1683943"	0.0274926539549075	-8.74629481740697e-16	0.972507346045096	667.265004968528	0.49357788423054
"GSM1683944"	0.0319186617896088	0.147695978783497	0.820385359426914	689.261394877701	0.475586636432265
"GSM1683945"	0.133845691224746	-1.08631444971175e-18	0.866154308775256	891.678509674913	0.54552893342291
"GSM1683947"	0.323536845037038	0.156636195963742	0.51982695899922	629.109551143312	0.586664392042457
"GSM1683950"	0.0375449522692798	-5.41789848347006e-16	0.962455047730744	558.218004717713	0.663812849003676
"GSM1683951"	0.74290907161823	0.102696502881103	0.154394425500667	718.91378635765	0.414626561760299
"GSM1683959"	0.0366361384218278	0.108312608796139	0.855051252782033	661.038504530968	0.494267640326944
"GSM1683960"	0.0561264213749568	0.0147963284604008	0.929077250164642	336.448260461231	0.799829080016495
"GSM1683962"	0.0951508599251752	0.18797797423589	0.716871165838935	632.930944903	0.443063044906979
"GSM1683963"	0.497561221202321	0.133996310301529	0.36844246849615	652.044753697443	0.54965399375626
"GSM1683964"	0.0127889622516378	0.0425373791193895	0.944673658628974	793.207509442006	0.544816197302603
"GSM1683973"	0.427578001312912	0.0976682591266963	0.474753739560393	472.455455336793	0.677313767441263
"GSM1683977"	0.157418728061942	2.25206764323476e-16	0.842581271938057	532.012541814524	0.658516025168393
"GSM1683978"	0.107471514217797	0.152421186835107	0.740107298947098	650.096320123823	0.504217040714537
"GSM1683980"	0.442592267314684	0.0198129076503901	0.537594825034925	669.583243179005	0.546762643730756
"GSM1683982"	0.0765810855936754	0.0838532383661661	0.839565676040159	689.399385014163	0.470644604176613
"GSM1683983"	0.240421210271526	0.0121403510993572	0.747438438629117	535.42921420137	0.603053442178444
"GSM1683987"	0.0497176033644743	0.188526602505614	0.761755794129912	557.527365719931	0.446055628049399
"GSM1683990"	0.241449754251903	0.150061234882164	0.608489010865934	743.120623702175	0.474975650704257
"GSM1683991"	0.392626990961943	0.195868752057976	0.411504256980082	518.075063445794	0.627459958010277
"GSM1683994"	0.335041727855285	0.0616041325388913	0.603354139605823	516.929974460419	0.657397387562083
"GSM1683995"	-4.93878130114848e-32	0.811651047240226	0.188348952759774	539.080475746107	0.414387525893933
"GSM1683996"	-5.05877428773672e-18	0.613170250628293	0.386829749371709	602.335485984974	0.43494320075345
"GSM1683999"	0.106423286525422	0.00949835705767051	0.884078356416909	704.73689408687	0.516687061902233
"GSM1684001"	0.432063851911666	0.127925757551369	0.440010390536965	779.477212321245	0.488879759864164
"GSM1684005"	0.518896018611791	0.113828615635772	0.367275365752437	368.551168639975	0.615176270293736
"GSM1684007"	0.0671865984203556	0.38317882937703	0.549634572202613	863.580206192855	0.386072097246477
"GSM1684008"	0.0696751460234915	0.173982077995931	0.756342775980581	665.973703071242	0.399940745272458
"GSM1684017"	0.0525088290625746	0.306891862953933	0.640599307983497	892.475907424016	0.283156801103161
"GSM1684023"	0.185273833162065	0.465069172786888	0.349656994051047	734.624900812249	0.295035536934521
"GSM1684028"	0.053301543881231	0.28432593471145	0.662372521407321	659.887701409429	0.415243354260397
"GSM1684032"	0.505815345850508	0.0722108466875363	0.421973807461956	645.632801446153	0.480512919614032
"GSM1684034"	0.343335769236921	1.69540161225685e-16	0.656664230763079	580.539447401116	0.682841309608494
"GSM1684036"	0.332882400484553	0.404917364013182	0.262200235502267	718.514298191335	0.413831042484208
"GSM1684038"	0.143902985649059	0.131547316454596	0.724549697896346	617.921662329965	0.547019675384664
"GSM1684043"	0.556339116066963	0.0503613901842349	0.393299493748802	528.608832678673	0.670250228635957
"GSM1684044"	0.0585230728159668	0.166862746637645	0.774614180546388	410.956969483491	0.565136518953382
"GSM1684045"	0.0289163351638788	0.423280822563507	0.547802842272617	830.479708366681	0.280021788500417
"GSM1684047"	0.919101994059653	0.0808980059403476	1.64203062675392e-19	560.470247009077	0.555276087511004
"GSM1684062"	0.584299988697914	0.0450870503321325	0.370612960969954	755.817312561057	0.645279918204988
"GSM1684064"	0.49657713827228	0.167653270031607	0.335769591696113	617.332980698403	0.6480514470536
"GSM1684068"	0.229830361296526	0.212835735752082	0.557333902951392	704.603573969384	0.408745472383719
"GSM1684069"	1.20533350843926e-19	0.0985134739637662	0.901486526036235	757.464438224817	0.418916464920021
"GSM1684074"	0.260614252888596	0.1111499947269	0.628235752384504	712.995282215869	0.412820551264334
"GSM1684078"	0.404269007166457	0.13349013269056	0.462240860142983	522.111271103734	0.568428241719918
"GSM1684082"	0.271757847639943	0.0636300320696562	0.664612120290401	501.314925782383	0.630348759770721
"GSM1684085"	0.62257631982494	0.0681478439568883	0.309275836218172	612.637002477703	0.504483759765863
"GSM1684088"	0.167836599487312	2.4352321742021e-17	0.832163400512688	455.992398617313	0.68261007924008
"GSM1684093"	0.0502684520992032	0.224902093795862	0.724829454104934	712.542655707662	0.400942204732609
